host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count
41654878,0,1,1,1,1
51470661,0,1,1,0,1
372564352,0,0.9,1,0,2
68759312,0,1,0.98,0,1
3798838,0,1,1,1,1
7303616,1,1,,0,1
5463897,2,0.8,0.58,0,2
233575620,0,,,0,4
2812075,0,,,0,1
452730550,0,,,0,1
431185636,0,1,1,1,1
2687876,0,1,0.96,0,2
3872400,1,1,0.73,0,2
21850323,0,1,0.99,1,1
6663185,2,0.5,,0,4
41919689,0,1,0.96,0,2
63797228,0,,,0,1
2447554,0,1,0.83,0,3
6277279,0,1,0.98,1,5
395144334,0,1,,0,108
41763569,0,1,0.98,0,1
757836,0,,,0,2
8111032,3,0,1,1,2
4677994,2,0.96,0.61,0,8
414003202,0,1,1,1,5
25504140,1,1,0.92,1,2
524929,0,1,0.98,1,2
157174214,0,0.91,1,0,3
6537561,1,1,0.67,1,2
10654388,0,1,1,0,3
71668416,0,,0.67,0,1
60759849,0,1,1,1,1
236793047,0,1,1,0,1
104702399,0,1,1,1,1
72020869,0,1,1,1,2
475812571,0,0.93,1,0,7
475838586,0,1,0.99,1,2
51653853,2,1,0.59,0,3
32501926,0,1,1,1,1
42792201,0,1,1,1,1
382925566,0,1,1,1,2
54931338,0,1,1,1,1
3395831,0,,,0,2
304404827,0,1,1,0,3
55918577,0,,,0,1
50494104,0,1,1,0,2
72751529,0,1,1,0,16
447895892,0,,,0,1
310564848,1,0.83,0.54,0,1
277854,0,,,0,3
44031298,0,,0.93,1,1
9094009,0,1,0.98,1,2
71408722,0,,,0,2
13457660,2,0.9,0.36,0,1
402659963,1,1,1,0,3
39041261,0,,,0,2
49017526,0,1,0.93,0,5
130627419,0,,,0,1
135894148,0,1,1,1,1
16208365,0,,,0,10
24751646,1,1,1,1,1
20941534,0,,0,0,3
269304681,0,1,0.99,0,11
76971568,0,1,,0,4
6200321,0,,,0,3
191483991,0,0.96,1,1,1
8236124,2,1,0.57,0,3
312010382,2,1,0.83,1,1
469244855,3,0,1,0,1
235149061,0,,,0,1
483152021,0,,,0,2
1803588,0,1,1,1,1
157662,0,,,0,3
7057361,2,1,0.5,0,1
494555355,0,,,0,5
269080530,0,,0.92,1,2
28587100,0,1,1,1,1
76949386,0,,,0,1
180105470,0,1,1,1,4
5599566,0,,,0,1
154111946,0,1,1,1,1
11700417,0,1,1,1,4
169888832,0,1,0.98,1,1
4061492,0,,,0,1
177767415,0,1,1,0,4
153268216,0,,,0,7
141454187,0,,,0,1
13338713,2,1,0.89,0,2
107377057,0,1,0.86,1,2
10536196,0,,,0,2
10920386,0,1,1,1,4
45810028,0,1,0.99,1,1
162290184,0,1,1,1,2
17657582,0,,,0,1
462253347,3,0,,0,5
14659815,0,1,0.88,0,1
396424677,1,1,1,1,1
194185989,0,,,0,1
39271483,0,1,1,1,3
100196550,0,,,0,1
506779,0,1,0.5,0,3
435012452,0,1,0.99,0,5
4323135,0,1,,0,5
241937074,0,,,0,1
89371589,0,,1,0,3
7135995,0,,0,0,3
37827281,0,,,0,1
386405372,0,1,1,1,1
116896254,1,1,0.56,1,5
221782627,0,,,0,1
9341764,0,1,0.94,0,1
18597200,0,,,0,1
50392804,0,1,0.91,0,1
20471636,0,,,0,1
20446624,0,,,0,1
34381806,2,1,0.5,0,1
9166369,2,1,1,0,1
11878765,0,,1,0,1
485089750,0,1,0.9,0,1
1397951,0,,,0,1
19581785,1,1,0.88,1,2
40341370,0,,,0,2
9041162,0,,,0,1
28273074,0,,0,0,4
18173932,0,1,1,1,2
128163728,0,1,1,1,3
6492718,0,,,0,2
6730614,0,,,0,2
13760953,0,1,0.88,1,7
177567550,2,0.8,0.79,0,2
15852375,0,1,,0,4
35178029,0,,,0,2
12243960,0,,,0,1
25378472,0,1,1,0,1
34221358,0,,,0,3
17609322,0,,,0,1
50910729,0,,,0,4
5992350,0,,,0,1
188958142,0,0.75,,0,2
28896034,0,,,0,3
47331910,0,,,0,2
22013403,0,1,0.97,1,4
6337221,0,0.92,0.99,1,7
256232530,2,0.8,0.67,0,1
227029916,0,1,1,0,2
7851628,0,,,0,2
49457438,0,,,0,1
22937980,0,,,0,4
301944,2,1,1,0,9
133191255,0,1,1,0,2
6729962,0,,,0,2
44290147,0,,,0,4
6338959,0,,,0,1
3607382,1,1,0.86,1,4
10916196,0,,0.84,1,1
83436388,0,,,0,1
144986329,2,1,0.5,0,1
136613504,0,,,0,1
159889373,0,,,0,2
81922991,0,,,0,1
71902657,0,,,0,3
8286894,0,,0.8,0,1
81937489,0,1,1,1,2
42143645,0,,,0,3
33946462,1,1,1,0,2
13827659,0,,,0,2
49203230,2,0.67,1,0,1
35336509,0,,,0,2
476702894,0,1,1,0,1
125087821,0,,,0,7
224204583,0,,,0,2
247105204,0,,,0,1
261233292,0,,,0,1
268155801,0,,,0,1
10309350,0,1,0.8,1,2
29004555,0,1,1,1,2
24490171,0,,,0,1
49344818,0,,,0,1
5260212,0,1,0.77,1,1
16344733,0,1,1,0,2
426677886,0,1,0.95,1,3
412463151,0,,,0,1
25715202,0,,,0,3
180814229,0,0.83,0.99,1,9
106460300,0,,0.94,0,5
42715373,0,,1,0,1
2154178,0,,,0,1
43010741,0,1,1,1,1
36631788,0,1,0.98,0,1
20957731,0,1,0.99,1,1
144811245,0,1,1,1,6
309532961,0,1,0.67,0,1
8753908,0,,1,0,1
797735,0,1,0.97,1,3
15349181,0,1,0.98,1,1
59079173,0,,,0,1
5671244,0,1,1,0,1
31178564,0,1,1,1,1
5015011,0,,,0,1
60971,0,1,1,1,13
16910194,0,,,0,1
12196267,0,,,0,7
110870,0,1,1,1,1
83591842,0,,0.4,0,2
102058318,0,1,1,1,4
100027,0,1,1,0,5
48795254,0,1,1,0,71
39384670,0,1,1,1,4
21819860,0,1,1,1,1
110383326,0,1,1,1,2
6610305,0,,,0,6
6307241,0,,1,1,11
16578369,0,1,0.96,1,5
107908402,1,1,1,0,2
35666658,0,1,0.96,1,4
27261368,1,1,0.9,0,3
403976538,3,0,1,0,1
53507299,0,1,1,1,1
232930661,0,1,1,1,3
7432437,0,1,0.94,1,5
21838238,0,1,1,1,1
33773049,0,1,0.93,0,10
154192694,1,1,0.67,0,1
31087607,1,1,1,1,1
22196116,0,1,1,0,2
29127723,0,1,0.95,1,3
236825488,0,1,1,1,1
444504013,2,0.5,1,0,5
146402944,1,1,1,0,3
73463067,1,1,,0,6
48737302,0,1,1,1,1
23048977,0,1,1,1,2
121954094,0,1,1,1,1
89387601,0,,1,0,3
21333947,0,,,0,2
253949209,0,,1,1,1
15694743,0,1,0.99,0,1
29407439,1,1,0.63,0,1
347908983,1,1,1,0,1
194011006,0,1,0.98,0,1
24223080,0,1,1,0,2
274611850,0,,,0,3
13661237,1,1,1,0,3
33077574,1,1,0.78,0,3
8293098,0,1,1,1,2
51584910,0,,0.82,1,2
75502640,0,1,1,0,1
15248661,3,0,,0,1
469332015,0,,,0,1
685199,0,1,1,1,3
26094677,3,0,0,0,1
1373300,0,1,0.94,1,1
3634336,2,0.5,1,0,1
120624430,0,,0.8,0,2
333802193,1,1,0.93,1,1
417900427,0,1,0.98,1,9
46900585,0,,,0,11
35259467,0,1,1,0,2
51148515,0,1,1,1,7
388775887,0,1,1,0,1
119871439,2,1,0.75,0,1
88822304,0,1,1,0,4
321033354,0,1,0.83,1,2
86304611,3,0,,0,1
10478110,0,,,0,2
222270217,0,1,0.82,1,7
64081146,1,1,0.5,0,1
190195846,1,1,0.85,1,1
79697,0,1,1,1,3
90089976,2,1,,0,1
85977925,0,,,0,1
16114853,1,0.9,0.97,1,8
111321247,0,,0,0,1
309000170,0,,,0,2
117519643,0,1,0.87,0,1
11139113,0,,,0,1
21525769,0,1,1,0,1
7465747,0,,1,1,1
38566916,0,,,0,2
478870328,0,,,0,1
449575743,0,1,0.95,1,3
17963700,0,1,1,0,4
22265853,0,1,0.92,1,3
217695242,0,,0.31,0,1
156393667,0,1,1,1,1
13425288,0,,,0,4
444416316,0,,,0,8
73425591,1,1,1,1,7
27737426,0,1,0.99,1,5
69127326,0,,,0,1
70405971,0,1,1,0,3
177022397,0,,,0,1
28569,0,,,0,1
108360080,0,1,1,0,1
296822516,0,1,1,1,4
15642177,0,1,1,0,1
214329007,0,1,1,1,4
452366854,1,1,0.9,1,1
249099816,1,0.9,1,1,1
21269854,0,1,0.99,1,6
69125123,1,1,1,1,1
28428498,0,1,1,1,2
92063894,0,1,1,1,1
44773848,0,1,0.95,1,1
52001401,0,1,0.95,0,2
28058962,3,0,0.27,0,1
20766934,0,,1,0,2
110507836,1,1,,0,1
299051337,0,1,1,1,2
88222225,0,1,0.87,0,2
503322287,0,,1,0,1
42843537,0,1,1,1,2
62965976,0,1,1,0,1
3755123,0,1,1,0,1
259432518,0,1,1,1,1
40042328,0,1,0.91,1,1
386403217,0,1,1,0,7
69287673,0,1,0.98,1,1
388972435,0,1,1,1,2
52800365,0,1,0.98,1,4
219520805,1,1,1,1,7
57139589,1,1,,0,6
774530,0,1,1,1,8
10856282,0,,0.25,0,2
5724886,3,0,0.83,0,2
65835086,0,1,0.79,1,6
191735037,1,0.7,0.85,0,1
197155543,0,,,0,3
277669,1,1,0.5,0,3
8751373,1,1,1,0,10
27537,2,0.83,0.51,1,2
12841314,0,1,0,0,4
357729574,0,,1,0,1
219352250,0,1,0.98,1,2
164216197,0,1,0.95,1,10
1818764,0,1,0.89,1,3
318873496,0,1,1,0,1
147549945,0,1,1,1,1
16619781,0,,,0,1
128043205,0,,,0,2
1609919,1,1,0.72,1,1
364378970,0,1,1,0,3
91894215,0,1,1,1,2
111822965,1,1,1,1,1
96869703,0,1,0.85,1,3
83617299,0,1,0.98,1,2
41160666,0,,,0,1
106058503,0,1,1,1,8
52533696,1,1,1,0,3
67230490,0,1,1,0,2
14933900,0,0.9,0.96,0,3
112437926,1,1,1,0,5
45030951,1,1,0.83,0,9
8598727,0,1,0.83,1,11
417370364,0,,,0,3
476189832,0,1,1,0,2
73835059,0,,,0,2
446010336,0,,,0,1
137562492,0,1,1,1,2
293870175,0,1,1,1,1
27168597,1,1,,0,2
64813494,1,0.8,1,0,1
201589300,0,1,0.93,1,20
321039193,0,1,1,0,1
204229327,0,0.97,0.99,1,3
474026846,0,,1,0,1
112923800,0,1,1,0,4
108490451,1,1,1,1,2
266046476,0,1,1,0,1
114783240,0,1,1,0,1
16971780,0,,,0,1
18948671,0,,,0,2
21646732,0,,,0,1
8690849,0,,,0,16
280840426,0,1,1,1,1
288192785,0,,,0,1
256317855,0,1,0.8,1,2
231846330,0,0.9,0.95,1,2
187723132,2,1,,0,1
76012060,0,1,0.89,0,2
303143,0,1,0.67,1,4
10264268,0,1,0.97,1,1
53722114,2,1,,0,1
480013926,0,,,0,1
105988487,1,1,1,1,3
273372889,0,1,0.97,0,3
20186140,0,1,,0,3
174430823,0,1,1,1,1
437296006,0,1,0.96,0,1
10477935,0,1,0.69,1,7
417731575,0,,,0,3
93202163,0,1,0.99,1,5
12966089,2,1,0.8,1,2
264585662,0,1,1,0,4
1195847,2,0.7,0.72,1,1
6609458,1,1,1,1,2
55902392,0,1,1,0,1
108751843,1,0.8,0.89,0,26
12778800,0,1,1,1,1
20318701,0,1,0.98,1,1
40421724,1,1,0.67,0,8
56144576,0,1,0.97,1,1
73206916,0,1,0.98,1,1
145407834,0,1,0.99,1,1
498268256,0,1,0.96,0,6
35630450,1,1,1,1,1
455893528,0,1,1,1,1
494337637,2,0.75,0.5,0,2
7137529,0,1,0.99,1,1
457501032,0,,,0,1
449469047,0,1,0.97,0,2
307753657,0,,0,0,1
382878487,0,1,0.98,1,2
346699556,0,1,0.78,0,2
437560013,0,,1,0,1
26137427,1,1,0.77,0,1
82924789,0,1,1,0,8
713230,0,1,1,1,5
57931967,0,1,1,0,4
164542952,0,1,1,0,5
333004433,0,1,1,1,1
101560431,1,1,1,0,1
474728677,0,1,0.98,1,1
29609390,0,,,0,3
457778429,0,1,1,1,4
442700945,0,1,1,1,1
29165557,0,,,0,2
395980248,0,1,1,0,1
66141477,0,1,1,0,1
368264996,0,1,1,1,3
5164141,1,1,1,0,1
8859447,0,1,1,1,2
6260352,0,,,0,1
211767119,0,1,1,1,1
48063859,0,0.67,1,0,1
437790099,0,1,1,0,1
435524429,0,1,1,0,17
501134530,2,0.75,,0,1
30291029,0,1,1,1,4
5549737,0,1,0.96,0,3
309623333,0,1,1,0,2
34765570,0,1,0.85,0,1
491712522,3,0.2,0.18,0,1
4034366,0,,,0,1
444326036,0,1,0.67,0,1
121417618,0,,,0,3
171862617,0,1,1,0,1
5551449,0,,,0,1
10264642,0,,1,0,1
447149322,0,1,1,1,1
68897599,0,1,1,1,1
50694297,0,,,0,1
42395917,0,1,1,0,1
468239756,0,1,0.99,1,1
2238690,0,0.75,1,0,2
415539951,0,1,0.98,0,1
285123269,0,,,0,2
34663738,0,1,1,0,1
9834506,1,1,1,0,1
29071433,0,1,1,0,1
124991623,0,1,0.81,0,3
3301619,2,1,0,0,1
408578363,0,,0.93,0,1
25910171,2,1,,0,2
204053257,1,1,1,1,2
155932732,0,,0,0,1
19603500,2,0.5,0.75,0,3
31824606,0,0.93,0.97,0,3
22058830,0,,,0,1
10282441,0,1,1,1,2
4753539,0,1,0.9,1,8
116263256,2,1,0.5,0,2
392891984,0,1,1,1,1
52197831,0,1,0.67,0,1
99120624,0,,1,0,2
239892450,0,1,0.79,1,1
461445237,0,1,1,1,2
417737429,0,1,1,0,1
474300,0,,,0,1
353008872,0,,,0,1
47936115,0,1,1,0,3
72480042,0,1,0.95,1,2
4295917,1,1,0,0,5
502148827,0,1,0.17,0,1
20666178,0,1,1,1,1
1158700,0,1,0.93,1,1
400527884,2,1,,0,3
674917,1,1,,0,4
26028419,0,,,0,1
125382824,0,1,0.93,1,2
441474878,0,,,0,1
121913680,0,,0.67,0,1
48026656,0,,,0,1
132562229,2,1,0,0,1
80996928,0,,,0,1
12000134,0,,,0,2
341541792,0,1,0.95,0,3
133838847,0,,1,0,2
46040688,0,,,0,1
264790714,0,,0.33,0,1
355993307,0,1,0.92,1,6
275582104,1,1,0.85,1,2
93355315,0,,,0,1
87968139,2,1,0.5,0,3
117968776,0,1,1,0,1
63619486,0,1,1,0,2
24410627,0,,,0,2
1396279,0,1,1,1,1
467153737,0,,,0,3
107922787,0,1,0.97,0,14
85939052,0,1,0.98,1,1
20539855,0,,,0,2
7754504,1,1,1,1,1
195186104,0,,,0,1
4731474,0,1,1,0,2
138802062,0,1,0.97,1,2
266559822,0,,0,0,2
439476780,0,1,0.89,0,3
5977626,0,1,1,1,7
165865178,0,1,0.99,0,1
34293129,0,1,1,1,1
92018703,1,0.92,0.93,1,1
54142297,0,1,0.88,1,4
478117903,1,0.9,0.71,0,4
195979126,0,1,0.97,1,1
11345003,2,1,1,0,2
65798545,2,1,0.84,0,1
461152792,0,1,1,1,1
3313900,0,1,1,0,2
95286,0,,,0,3
7967862,0,,,0,1
492952190,0,1,0.97,0,1
38548671,0,1,1,0,2
323584526,0,,1,0,1
330081720,0,1,0.98,0,1
54523325,2,1,,0,2
328169134,0,1,0.99,1,1
3904039,0,1,1,0,6
31689762,0,,,0,1
2477978,0,1,0.5,0,5
473069,0,,,0,1
19839188,0,0.9,0.91,0,2
96360891,0,1,0.67,0,3
11003239,0,,0.33,0,1
10569529,1,1,1,0,2
4954878,1,1,0.75,0,3
45937,2,1,0.62,0,1
133040794,0,1,1,0,2
466312452,1,1,1,1,5
444629541,2,0.5,,0,5
62403255,2,0.5,0,0,1
24485597,1,0.8,1,0,1
493104042,0,1,1,0,6
1754036,1,1,1,0,2
1722439,0,1,1,1,3
229621204,0,1,1,1,1
5165677,2,1,1,0,1
209375597,0,1,1,1,2
13956272,2,0.5,1,0,1
60690023,0,1,1,1,2
18139226,0,1,1,0,1
201692671,0,1,0.98,1,1
1645296,0,,,0,3
7920223,0,1,0.95,1,1
11806191,0,1,0.91,1,5
257832445,0,1,1,1,1
79524753,1,1,1,1,2
276902119,0,,,0,1
205290526,0,1,1,0,1
460413201,0,1,0.74,1,2
297062085,0,,,0,1
6310920,0,,0.21,0,1
970628,1,1,0.5,0,3
462242,0,1,1,1,4
53485632,0,,,0,2
4723349,0,1,0.73,1,1
84139,0,1,1,1,3
382776721,0,0.75,0.86,0,1
56492618,0,,0.2,0,1
166024207,0,1,1,1,1
486212837,0,,,0,1
46397526,0,0.9,1,1,3
834002,1,1,0.88,1,3
3740283,0,1,1,1,2
14134550,0,,0.6,0,2
15648867,0,,,0,1
57927921,0,1,0.8,1,1
306660442,0,,1,0,1
184525462,0,,,0,1
457540853,0,1,1,0,1
417589954,0,1,1,0,4
203527063,0,1,0.91,1,2
24692790,1,1,1,1,2
12710993,0,,,0,1
15226531,0,1,0,0,1
241881,1,1,0.67,0,2
10516315,0,1,0.98,1,1
4204182,0,1,1,1,2
27713347,0,,,0,3
210732941,0,1,0.86,0,2
13818964,1,1,0.75,0,1
475208756,3,0.14,1,0,1
134545324,0,1,1,0,2
9522272,0,,,0,3
157072882,1,1,1,0,1
10227114,2,0.75,0,0,2
271686335,0,1,1,0,2
144632839,0,1,0.25,0,2
34760960,1,1,0.9,1,2
96875163,0,,1,0,5
11163660,0,,,0,2
24018492,1,1,1,1,1
981037,0,1,0.96,1,2
262688223,0,0.89,1,1,2
16106754,0,1,1,0,1
34013135,2,1,0,0,1
299206466,0,,,0,4
57260889,0,1,0.92,0,6
287060585,0,,,0,1
7359371,1,1,1,1,2
5463391,2,1,,0,5
314561223,2,0.6,1,0,1
416404395,3,0,0.88,0,5
54108688,0,1,0.88,1,5
203068942,0,1,1,0,3
76426436,0,1,1,0,1
3526596,0,1,1,0,19
932517,0,1,0.97,1,1
62663141,0,1,1,1,2
11587926,3,0,0,0,9
7355875,2,0.5,0.93,1,4
183745325,0,1,1,1,1
17525295,0,1,1,1,3
490034697,0,1,1,0,2
365574950,0,1,1,0,14
28643439,0,,0,0,2
2525623,0,,,0,1
18896084,0,,,0,1
444804812,0,,,0,1
6196485,0,,,0,2
24530998,0,,,0,1
450068975,1,1,0.6,0,1
29164722,0,,,0,1
5635354,0,1,1,1,1
466773068,0,1,1,0,1
45941432,1,1,0.23,1,1
61646321,0,1,1,1,1
3106817,1,1,1,0,1
7480071,1,1,0.92,1,1
3575066,0,1,1,1,1
176272290,0,1,0.97,0,1
14885132,0,1,0.94,1,1
36895248,1,1,,0,3
86376859,0,,,0,1
274885864,0,1,1,1,1
35156215,1,1,1,0,1
7341799,0,,,0,1
10372116,2,0.75,0.75,0,3
152835196,3,0,0.33,0,1
473342532,0,1,0.95,0,1
95936019,0,1,1,1,2
44438891,0,1,1,1,3
46106380,0,1,0.88,1,2
21448083,0,,,0,2
776645,1,1,0.25,0,3
24698673,0,,,0,1
13367132,0,,,0,1
412747911,1,1,0.91,1,3
22783251,1,0.71,0.67,0,1
74303,0,1,0.5,0,1
55555433,0,,0.33,0,1
1676128,0,,,0,1
8922349,0,,,0,1
6866075,0,,,0,2
14604549,0,,,0,1
1699873,0,,,0,2
35743688,0,,,0,3
7988614,0,,,0,1
4178498,0,,,0,1
2318835,0,,,0,5
20993521,3,0,,0,1
369418261,2,1,,0,1
17349419,0,1,0.97,1,2
7434089,0,,,0,2
13789616,0,0.92,0.99,0,1
352758203,0,,,0,2
2462808,0,,1,1,4
409765095,0,,,0,1
10831877,0,,,0,1
1150474,0,,,0,1
36227623,0,1,0.99,1,1
217648964,0,,,0,1
435774136,0,1,1,1,3
117643674,0,1,1,1,2
37287555,0,,,0,3
495657476,2,0.67,1,0,2
2470258,1,1,1,1,2
159217420,0,1,0.88,1,2
37065459,0,,,0,1
75051045,0,,,0,1
248760412,0,1,0.98,1,70
455422254,0,1,0.5,0,2
8167495,0,,,0,1
13166214,0,,,0,1
8640050,0,,,0,1
2633402,0,1,0.94,1,1
5774946,0,,,0,1
23772098,0,1,1,1,2
379642563,0,,1,0,1
119584558,0,1,0.99,1,3
171541194,0,1,1,1,2
5156504,0,,,0,5
95136942,2,1,0.77,1,3
68321062,0,1,1,0,1
25035194,3,0,0.5,0,3
125095571,0,1,1,1,1
16579551,0,0.92,0.83,1,1
16794969,0,,,0,1
108289496,0,1,1,0,1
139532713,1,1,0.75,0,3
40065444,0,1,1,1,1
104576312,0,1,0.98,0,1
33871614,0,1,1,0,2
431023621,0,,1,0,1
356966838,0,1,1,1,1
48027709,0,1,0.8,1,1
27215250,1,1,0.88,1,5
428303564,0,1,1,0,3
397915011,0,1,0.99,1,1
137690192,0,1,1,1,2
141722246,0,,1,0,1
55949235,0,1,1,1,1
424948867,0,1,1,0,1
139974961,0,1,1,0,1
28074173,0,1,0.96,0,2
405106174,1,0.67,1,1,1
169683809,2,1,,0,2
2430631,0,1,1,0,2
20035149,0,,,0,3
21420324,0,1,0.69,1,5
331137694,0,1,0.91,1,1
211934128,0,1,1,0,2
43638934,3,0.4,0.83,0,3
28887545,0,,,0,3
39402643,0,,,0,1
350681383,1,0.67,0.63,0,5
206046218,0,,0.7,0,8
447179070,0,,,0,1
23587869,0,,,0,1
287114626,0,1,0.99,1,1
483667769,0,,,0,1
449554505,0,1,0.85,0,2
51948552,1,1,0.99,1,1
178592,2,1,,0,2
6149987,0,,,0,1
50747498,0,,,0,1
182056939,0,0.9,0.77,0,9
69960661,2,1,1,1,2
75415421,0,,0,0,3
911501,0,,,0,5
144447740,0,1,0.94,1,1
33054624,0,,,0,1
11952314,1,1,0.97,0,2
4327399,0,1,0.96,1,1
341625601,0,,,0,2
18066201,0,,1,0,1
190867884,0,1,0.95,0,1
45111970,0,,,0,1
38521773,0,,,0,1
425300726,0,1,0.98,0,2
41340488,0,,,0,2
5048706,0,,,0,1
42189570,0,,1,0,4
282525999,0,1,1,1,1
18119734,0,1,1,1,3
1279535,0,,1,0,1
68156837,0,,,0,1
27000214,0,,,0,1
237932,0,,,0,1
8905463,0,,,0,1
47230641,0,,,0,3
44525551,0,,,0,1
5754693,0,,,0,2
33140111,0,,,0,2
11984250,0,1,1,1,6
23499548,0,,,0,2
36147018,0,1,0.76,1,2
436206206,0,1,0.97,1,2
1748638,1,0.9,1,0,6
49719633,0,,,0,1
86509759,2,1,0.98,0,3
474562997,0,,,0,1
71404031,0,,,0,1
18978840,0,,,0,1
47925747,0,1,0.98,1,1
50670732,0,,,0,1
396872237,0,1,1,1,1
40427260,0,,,0,4
163871230,0,1,0.98,1,1
435482095,0,,0.88,0,1
288031,0,,1,0,3
487749250,0,1,1,0,1
475025589,0,1,1,1,1
34588791,0,1,0.97,1,8
238148163,0,,0.78,0,1
12573490,0,,,0,1
17839014,0,,,0,2
1136313,0,,,0,2
40151559,0,,,0,1
196666129,0,1,0.86,1,3
69577164,0,1,1,0,1
342897723,0,1,1,1,3
109929489,0,1,1,1,2
498011133,0,1,1,0,2
101754851,0,1,1,1,3
162591659,0,,1,0,1
323490150,0,,,0,1
75120939,0,,,0,1
6942990,0,1,1,1,5
94086459,0,,1,0,1
453284220,0,,,0,1
382623517,0,1,1,1,1
93907872,0,1,0.98,1,1
162611360,0,,1,1,1
2449639,0,,,0,1
36493958,1,1,0.63,0,1
51536309,0,,,0,1
38280075,0,,1,0,3
459458621,0,,1,1,1
156120710,0,,,0,1
999390,0,,,0,2
45301537,1,1,0.88,0,6
8733034,2,1,0.57,1,2
167833188,0,1,1,1,1
58096955,0,,,0,1
10619996,0,,,0,3
34234172,0,1,0.97,0,3
268488616,0,,,0,3
295552732,0,1,0.95,1,1
22732106,0,1,1,1,5
10837477,1,0.88,1,1,2
59226587,0,,,0,1
18173189,0,,,0,1
52167376,0,,,0,1
36374030,1,1,0.89,0,2
240084489,0,,,0,1
67837876,0,,,0,1
7883002,0,1,0.74,1,1
23078135,0,1,1,0,1
68152140,0,,,0,1
80751333,0,,,0,1
482418938,1,1,0.5,0,3
89750809,0,,,0,4
151614543,0,1,1,1,1
236222149,0,1,1,0,1
315996606,1,1,0.75,0,1
470056978,0,1,1,1,1
2148981,1,1,1,1,1
91162966,0,,,0,1
37950821,0,,,0,1
334842491,0,1,1,1,4
10039572,0,0.9,1,0,14
43127438,0,,,0,1
27850809,0,,,0,1
499590039,0,0.94,0.91,0,1
7727518,0,,1,0,1
237330463,0,1,0.95,1,1
238547509,0,,,0,1
108272531,0,,,0,1
71567070,0,1,1,1,1
3752029,0,,,0,2
175846369,0,0.9,1,1,1
200313004,0,1,0.96,0,1
466586167,0,1,1,0,1
41112058,2,0.7,0.57,0,2
52819270,0,,0.94,1,5
32986826,0,,,0,1
4267838,0,1,0.64,1,5
304589996,0,1,1,0,5
105248099,0,,,0,1
77547189,0,,,0,1
31704515,0,,,0,1
8606830,1,1,0,0,2
18944307,1,1,0.96,1,1
122445421,0,,,0,1
108865532,0,,,0,3
276356454,0,1,1,0,4
3541037,0,1,1,1,1
20214526,0,1,1,1,1
49816135,0,1,0.96,0,2
52130826,0,1,1,0,1
25773743,0,,1,1,1
14560309,0,,0.93,0,5
38455748,0,,,0,1
62249866,1,1,0.8,0,1
24842581,0,1,0.98,1,2
84190261,0,,,0,1
27931567,0,,,0,1
48528049,0,0.9,0.94,0,2
29291390,0,,,0,1
484194446,0,1,0.98,1,2
33320022,0,,,0,1
115423850,0,,,0,3
71549786,0,1,0.71,1,3
74498264,1,1,0.5,0,1
29008305,0,1,1,1,1
95923366,1,0.83,1,0,2
66978519,0,,,0,1
26926877,0,,,0,1
30775901,0,,,0,1
471932172,0,,1,0,1
75101437,0,,,0,1
95375177,0,,,0,1
14747333,0,,,0,2
10678749,0,1,1,0,16
126765548,0,,,0,2
16545761,2,1,0,0,2
3717824,0,,,0,1
88986196,0,,,0,2
5333783,0,,,0,1
84805821,1,1,1,0,1
54000519,0,,0.67,0,1
119113386,0,1,0,0,1
211927633,0,,,0,1
333652665,0,,0.85,0,1
24041211,2,0.57,0.33,0,2
27218494,0,,,0,1
140721236,3,0,0,0,3
28256466,0,,,0,2
391717052,2,0.7,0.92,1,6
133036071,0,,,0,2
15283448,0,,0.95,0,4
121038889,0,,,0,2
302190308,0,0.9,0.98,1,1
24679124,3,0.25,0.5,0,1
129901863,0,,,0,1
85157893,1,1,1,1,1
287354340,0,1,1,0,18
133787474,0,,1,1,2
55280501,0,1,1,1,3
6210721,0,1,0.83,1,1
227543516,0,1,1,1,2
102906683,3,0,0.5,0,2
18894830,0,1,0.89,0,2
1317513,0,1,0.84,0,2
16348853,0,,,0,1
341695914,0,1,1,0,1
15345017,0,,,0,1
137906787,0,,,0,2
20975744,0,,,0,1
147414645,0,1,0.98,0,2
79152949,0,,,0,2
110364684,0,,,0,2
120305354,0,1,0.97,1,2
46175647,0,1,1,0,1
417400430,3,0,0.5,0,1
52888473,0,,,0,3
41222,0,,,0,1
47076751,0,1,1,0,4
50906853,2,1,0,0,1
2734581,2,1,0,0,3
54780056,0,,,0,1
185671080,0,1,1,0,2
150512489,0,,1,1,6
29888327,0,,,0,1
280760640,0,,,0,1
6388781,0,1,0.99,1,12
19133591,0,1,1,0,7
168125903,0,,,0,3
2820061,1,1,0.93,1,2
13008100,0,1,1,0,6
160110615,0,,,0,2
79042709,0,,,0,1
7180264,0,,1,0,1
128717688,0,1,,0,5
172706125,0,,,0,11
53224622,0,,,0,1
14130405,0,,,0,1
4316934,0,,,0,2
154137374,0,,,0,3
19934096,0,,,0,5
156197626,0,,,0,2
17368826,0,,,0,3
84817599,0,,,0,4
81120411,0,,,0,1
1777755,0,,,0,2
5959544,0,,,0,1
10551447,0,,,0,2
36145385,0,1,0.87,1,2
35244528,0,,,0,1
24602624,0,,,0,2
21364327,0,,,0,3
33083710,0,,,0,2
19474113,0,,,0,3
10590348,0,,,0,1
209453927,0,,,0,1
